SegIndex,Fn in N,η in mPas,h in mm,t in s,t_seg in s
2|47,14.60087681,0,1.046853489,93.69200134,0.4800033569
2|48,14.52722549,0,1.047653495,93.70200348,0.4900054932
2|49,14.37949753,0,1.048053498,93.71199799,0.5
2|50,14.30520535,0,1.048203558,93.72200012,0.5100021362
2|51,14.23084831,0,1.048803562,93.73200226,0.5200042725
2|52,14.08307171,0,1.049653627,93.74199677,0.5299987793
2|53,14.0099678,0,1.050653518,93.7519989,0.5400009155
2|54,13.93733311,0,1.051653526,93.76200104,0.5500030518
2|55,13.79269791,0,1.052553649,93.77200317,0.560005188
2|56,13.72023964,0,1.053053653,93.78199768,0.5699996948
2|57,13.64753819,0,1.053203596,93.79199982,0.5800018311
2|58,13.57475471,0,1.053653657,93.80200195,0.5900039673
2|59,13.43020248,0,1.054353663,93.81199646,0.5999984741
2|60,13.3589201,0,1.055203611,93.8219986,0.6100006104
2|61,13.28840828,0,1.056153676,93.83200073,0.6200027466
2|62,13.14917946,0,1.057103625,93.84200287,0.6300048828
2|63,13.08004665,0,1.05770363,93.85199738,0.6399993896
2|64,13.01100445,0,1.057953574,93.86199951,0.6500015259
2|65,12.87348747,0,1.058203634,93.87200165,0.6600036621
2|66,12.80549145,0,1.058803638,93.88200378,0.6700057983
2|67,12.73833275,0,1.059653587,93.89199829,0.6800003052
2|68,12.6720705,0,1.060603652,93.90200043,0.6900024414
2|69,12.54176521,0,1.061653602,93.91200256,0.7000045776
2|70,12.4772253,0,1.062403666,93.92199707,0.7099990845
2|71,12.412714,0,1.062803669,93.93199921,0.7200012207
2|72,12.2835083,0,1.062953612,93.94200134,0.7300033569
2|73,12.21912479,0,1.063503674,93.95200348,0.7400054932
2|74,12.15524006,0,1.064353622,93.96199799,0.75
2|75,12.02946949,0,1.065353514,93.97200012,0.7600021362
2|76,11.96743965,0,1.066353521,93.98200226,0.7700042725
2|77,11.90570831,0,1.06730347,93.99199677,0.7799987793
2|78,11.78214836,0,1.067853533,94.0019989,0.7900009155
2|79,11.72008324,0,1.068003476,94.01200104,0.8000030518
2|80,11.65797806,0,1.068453537,94.02200317,0.810005188
2|81,11.59614182,0,1.069203485,94.03199768,0.8199996948
2|82,11.47410583,0,1.07015355,94.04199982,0.8300018311
2|83,11.41389656,0,1.071153558,94.05200195,0.8400039673
2|84,11.35400581,0,1.072153565,94.06199646,0.8499984741
2|85,11.23437691,0,1.07275357,94.0719986,0.8600006104
2|86,11.17430878,0,1.073053572,94.08200073,0.8700027466
2|87,11.11416531,0,1.073303632,94.09200287,0.8800048828
2|88,10.99477005,0,1.073953579,94.10199738,0.8899993896
2|89,10.93601036,0,1.074753585,94.11199951,0.9000015259
2|90,10.82067299,0,1.075653592,94.1269989,0.9150009155
2|91,10.76402569,0,1.076053595,94.13700104,0.9250030518
2|92,10.70802593,0,1.076403656,94.14700317,0.935005188
2|93,10.59825993,0,1.0766536,94.15699768,0.9449996948
2|94,10.54472923,0,1.076853601,94.16699982,0.9550018311
2|95,10.49229431,0,1.076953602,94.17700195,0.9650039673
2|96,10.39151859,0,1.077053603,94.18699646,0.9749984741
2|97,10.34352112,0,1.077153604,94.1969986,0.9850006104
2|98,10.29733276,0,1.077253604,94.20700073,0.9950027466
3|1,9.659916878,0,1.07730343,94.56199646,0.01499938965
3|2,9.659984589,0,1.076653367,94.5719986,0.02500152588
3|3,9.660563469,0,1.075803419,94.58200073,0.03500366211
3|4,9.661902428,0,1.075003413,94.59200287,0.04500579834
3|5,9.668584824,0,1.07460341,94.60199738,0.05500030518
3|6,9.674625397,0,1.074453234,94.61199951,0.06500244141
3|7,9.682594299,0,1.073753228,94.62200165,0.07500457764
3|8,9.704195023,0,1.072753221,94.63200378,0.08500671387
3|9,9.717921257,0,1.071703271,94.64199829,0.0950012207
3|10,9.733818054,0,1.070553437,94.65200043,0.1050033569
3|11,9.752183914,0,1.069853432,94.66200256,0.1150054932
3|12,9.797067642,0,1.069603371,94.67199707,0.125
3|13,9.823521614,0,1.069153426,94.68199921,0.1350021362
3|14,9.852269173,0,1.068303362,94.69200134,0.1450042725
3|15,9.915662766,0,1.067153411,94.70200348,0.1550064087
3|16,9.950233459,0,1.066003344,94.71199799,0.1650009155
3|17,9.986911774,0,1.065103337,94.72200012,0.1750030518
3|18,10.06728268,0,1.064603333,94.73200226,0.185005188
3|19,10.11090279,0,1.064403332,94.74199677,0.1949996948
3|20,10.15642643,0,1.063703443,94.7519989,0.2050018311
3|21,10.25162029,0,1.062653377,94.76200104,0.2150039673
3|22,10.3008852,0,1.061553368,94.77200317,0.2250061035
3|23,10.35129356,0,1.06045336,94.78199768,0.2350006104
3|24,10.40306473,0,1.059803413,94.79199982,0.2450027466
3|25,10.51118374,0,1.059503411,94.80200195,0.2550048828
3|26,10.56738281,0,1.059103408,94.81199646,0.2649993896
3|27,10.62460613,0,1.058353344,94.8219986,0.2750015259
3|28,10.74090958,0,1.057353336,94.83200073,0.2850036621
3|29,10.7997942,0,1.056303387,94.84200287,0.2950057983
3|30,10.85927582,0,1.05540338,94.85199738,0.3050003052
3|31,10.98063755,0,1.054903376,94.86199951,0.3150024414
3|32,11.04256058,0,1.054753317,94.87200165,0.3250045776
3|33,11.10503197,0,1.054103253,94.88200378,0.3350067139
3|34,11.16775131,0,1.053103246,94.89199829,0.3450012207
3|35,11.29331207,0,1.052003237,94.90200043,0.3550033569
3|36,11.35631084,0,1.050853287,94.91200256,0.3650054932
3|37,11.4197607,0,1.050153398,94.92199707,0.375
3|38,11.54893875,0,1.049803337,94.93199921,0.3850021362
3|39,11.61469841,0,1.049403218,94.94200134,0.3950042725
3|40,11.74738693,0,1.048003323,94.95700073,0.4100036621
3|41,11.8139925,0,1.046803314,94.96700287,0.4200057983
3|42,11.94815254,0,1.045703306,94.97699738,0.4300003052
3|43,12.01624393,0,1.044953242,94.98699951,0.4400024414
3|44,12.08527184,0,1.044603297,94.99700165,0.4500045776
3|45,12.15521049,0,1.044203294,95.00700378,0.4600067139
3|46,12.29671669,0,1.043403288,95.01699829,0.4700012207
3|47,12.36771202,0,1.04230328,95.02700043,0.4800033569
3|48,12.43874645,0,1.041153213,95.03700256,0.4900054932
3|49,12.58166885,0,1.040153322,95.04699707,0.5
3|50,12.65407372,0,1.039653318,95.05699921,0.5100021362
3|51,12.7272644,0,1.039553317,95.06700134,0.5200042725
3|52,12.87534618,0,1.038903254,95.07700348,0.5300064087
3|53,12.94959068,0,1.037953305,95.08699799,0.5400009155
3|54,13.02370548,0,1.036903239,95.09700012,0.5500030518
3|55,13.09773827,0,1.035853173,95.10700226,0.560005188
3|56,13.24626541,0,1.035153167,95.11699677,0.5699996948
3|57,13.32118988,0,1.034853165,95.1269989,0.5800018311
3|58,13.39655495,0,1.034503104,95.13700104,0.5900039673
3|59,13.54760647,0,1.033753157,95.14700317,0.6000061035
3|60,13.62274742,0,1.032753149,95.15699768,0.6100006104
3|61,13.69759655,0,1.031603198,95.16699982,0.6200027466
3|62,13.84727287,0,1.030603191,95.17700195,0.6300048828
3|63,13.92272377,0,1.030053128,95.18699646,0.6399993896
3|64,13.998806,0,1.029903069,95.1969986,0.6500015259
3|65,14.0754261,0,1.029253122,95.20700073,0.6600036621
3|66,14.22922516,0,1.028203173,95.21700287,0.6700057983
3|67,14.30613899,0,1.027003047,95.22699738,0.6800003052
3|68,14.38319492,0,1.02585298,95.23699951,0.6900024414
